peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
Glucocorticoid-Receptor	-0.5527571	0.01884213	-0.01339047	-0.06305851	0.6692633	-0.2025101	-0.4407131	-0.1532273	-0.3465567	0.9017343	0.09380426	0.468333	0.2189717	0.5979308	-0.3210426	0.6532656	-0.979291	-0.8403006	-0.7285589	-0.4297607	0.0029567	-0.8391305	-0.7569213	-0.03151885	-2.154657	0.6647982	-0.2578452	0.1233465	0.1201592	0.5629734	0.9868213	-0.8981856	-0.390974	-2.160601	-1.029554	0.9817761	0.4383947	0.4784082	0.588185	0.1352956	-0.08491822	-1.089169	-0.5354356	-0.6305679	0.08797799	-0.3992424	0.240393	-0.1754467	-0.140617	0.5705329	-1.681746	0.6357989	0.0242472	0.06121163	0.1130434	0.1422499	0.4643198	0.4289302	0.6052293	-0.1339114	-1.138806	0.6772805	0.5647742	-0.9562138	-0.2230871	0.2029426	-2.232446	-0.00984884	-0.3474292	-0.6644534	0.2579125	0.8466453	0.3607286	-0.09156486	-0.1088767	1.505839	0.9532234	0.2667414	-0.1441892	-0.2617972	-0.4874867	0.1517452	0.7857113	0.2212412	-0.3468897	0.3085404	0.4689644	0.161226	0.4577958	0.07819521	-0.03328904	0.8957744	0.1139898	-0.2743669	0.358306	0.9767295	-0.720809	-0.02255205	0.9048796	1.177748	0.04362214	0.423079	-0.04316468	-0.9775095	-0.6333705	0.07801598	0.100553	-0.329188	0.2542127	-0.2672193	0.3464139	0.372015	-0.1554498	-0.02838798	0.2968845	-0.7198082	-0.4004745	0.2397329	-0.8487282	-0.230935	0.1235621	0.6613181	-1.207388	-0.8740218	-0.6671377	0.4716178	-0.5777025	0.1029242	-0.1926356	-1.589329	0.3667028	0.03931673	-0.07615636	0.5303859	-0.04364201	0.8005928	0.9783166	0.9779727	0.3835222	0.6979185	0.514593	0.1994068	0.7713459	0.3059586	0.07753324	0.2194387	0.5186273	0.180272	-0.0432622	-0.04689091	0.7883909	0.07326796	0.1311638	-0.1651507	-0.2372212	0.4051458	-0.3726094	-0.7497461	0.2220778	1.165343	-0.1068488	-1.974487	-0.4421251	-1.713969	0.2452302	0.5162305	-0.6403761	1.03127	0.574988	0.8427306	-1.150042	-0.1019122	-1.314623	-0.8016576	1.001039	-0.04657271	-0.0498473	1.022739	-0.02949677	1.357445	-0.492296	-0.7985671	0.8012327	1.29842
Glutamate-D1-2	3.110618	1.77824	1.512151	3.924415	0.8780182	3.042384	4.238544	2.356493	1.028582	3.903149	3.418309	1.359885	3.548788	3.181829	0.8851482	3.319888	1.357938	2.926035	2.402386	0.6168321	2.104617	3.322015	0.9865896	5.741247	2.76784	4.495171	1.22027	0.5570634	3.349416	2.552973	0.09356128	0.1100895	1.111891	2.882946	3.796169	0.354468	4.146466	2.287256	0.2245608	1.438257	3.684368	0.9432084	0.8262253	2.029772	1.578052	3.363169	2.267998	4.21685	0.5557167	1.631268	2.517859	3.189828	3.46658	2.257582	3.928348	2.489607	0.8316592	2.583638	1.182259	2.14224	4.187485	3.028152	1.965742	2.482146	1.791544	2.05245	3.234386	2.920252	-0.4799691	3.097289	1.044911	-0.294904	2.478536	3.461753	1.854927	0.3043958	0.6761105	2.2178	4.23195	0.5326885	2.633234	0.8994141	1.178236	2.012616	3.138356	1.655736	3.495217	1.276267	1.485024	-0.1060612	3.631427	1.356247	3.260335	0.3260237	0.6275474	3.755836	3.223845	1.29835	4.603316	1.912795	0.04435084	2.288621	2.164805	2.645424	3.3407	2.760635	2.209736	1.72324	1.827026	2.634817	2.898553	1.253897	3.281078	1.297644	1.241129	1.293668	4.559166	4.202188	-0.2022546	0.7968948	1.761712	-0.133182	3.763324	2.926257	1.388428	1.627501	3.991506	3.758572	3.216115	1.829462	2.585387	2.1923	0.03202119	1.765263	1.002569	3.336657	1.302821	1.025941	4.047689	-0.02687331	3.127453	0.7856729	1.699193	3.005462	2.568853	4.482875	2.145449	1.047028	2.458067	0.8031445	1.190071	2.965679	2.227634	2.562761	1.410082	1.084403	2.215076	3.946733	0.1809295	3.95423	1.590418	1.134455	1.84125	3.029353	4.289689	3.580141	1.774987	2.590332	0.404267	2.554362	0.4134666	3.06442	2.582968	1.503143	1.319991	2.962781	2.877828	4.261455	3.657422	0.1260575	2.414034	2.483994	2.353118	0.9655312
Glutaminase	0.4744493	0.9027924	0.4912693	0.4065828	0.7648104	0.1121819	-0.1989117	0.03009444	0.4813874	0.2376402	-0.1895927	0.3750347	0.4959048	0.4292317	0.08599839	0.09794094	0.3122341	0.1303949	0.6668565	0.1636409	-0.009089548	0.1361368	0.3673807	0.293577	-0.1121514	0.05514683	0.1256255	0.1382305	0.08958005	0.02144344	0.4821648	0.8801295	0.6333145	-0.2334509	-0.1124277	1.353843	-0.1779471	0.101441	0.7928112	0.2871533	0.1111845	0.1207419	0.5706666	0.4121056	0.1819019	0.1498294	-0.1037836	-0.07334473	-0.2225057	0.262997	-0.2422405	-0.0981731	0.2082807	0.2934007	0.4040103	-0.2193961	-0.1421922	1.083225	0.6041749	0.4623702	0.1191444	0.1640366	-0.1115173	0.2911745	0.006720511	-0.09387605	0.0257831	0.04518874	0.9910603	0.05769807	0.08072368	0.8935019	0.2825556	-0.07645896	-0.2586366	-0.1352238	0.2162352	0.6803728	-0.1363742	0.04993862	-0.1679363	0.1768561	0.6016757	0.4964303	1.057167	0.9713113	0.5191833	-0.01995284	0.1702317	0.7777444	0.4637944	0.309983	0.6437685	0.2246195	0.1790643	0.2392121	0.1714527	0.4590153	0.2456563	0.2641512	0.9952095	-0.1745706	0.03718105	-0.1758196	-0.005674807	0.2723212	0.7634752	1.231274	0.06512434	0.4192621	0.1038115	0.09770674	0.0002631685	-0.2290013	0.5261035	0.2265319	0.2055999	0.2347206	0.05454589	0.3389749	1.393336	-0.2277613	0.07477226	0.06723171	-0.01529425	0.1267129	-0.04732881	0.3926427	-0.2865223	-0.01594277	0.453626	-0.0553117	0.01898237	0.4086478	0.1185194	0.6214841	0.9478134	-0.04004154	0.079374	1.054896	0.1371813	0.318921	0.07413329	0.03147234	0.1257163	0.1535682	-0.04485831	0.3952751	-0.08004067	-0.311427	0.8909079	0.3367477	0.1912498	0.1357553	0.01196754	0.2069639	0.1338765	0.1684199	0.426061	0.8839588	-0.1989498	-0.05348477	0.2096301	0.03396187	-0.1985165	-0.06485532	0.7707149	0.7672099	0.1775905	1.574499	0.1050322	0.09362911	-0.05589881	0.7599601	0.02954121	-0.2749428	0.09231279	-0.1139542	0.1302801	-0.04528743	0.1248008	0.2109039	-0.08456141	-0.1493798
Granzyme-B	-0.330585	-0.5959607	-0.8997404	0.275599	-0.6906335	1.686437	0.4857451	-0.227801	-0.6059441	0.5816457	0.771327	0.1888121	-0.2323109	-0.4782521	-0.535104	-0.1365778	-0.05707072	-0.229475	0.4613199	-0.2274358	0.2959601	1.822803	0.262021	-0.2722	1.199056	-0.2191554	-0.5436621	1.263281	-0.01909648	0.6952028	-0.2568596	-0.5784786	-0.2673764	0.05338063	2.080139	-0.1596946	-0.07641595	-0.1342106	-0.1548625	0.5488303	-0.5953762	-0.1303006	0.1867366	1.013759	-0.04033451	0.5658586	1.081322	0.09978148	0.405593	-0.0751517	-0.09691602	0.1982983	1.570965	-0.1491341	-0.2510087	1.432112	-0.4295339	-0.1669229	-0.496713	-0.6102232	3.44923	0.09836379	-0.4240533	-0.1772771	1.284074	-0.3206033	-0.111101	1.641775	-0.447484	-0.1497921	-0.2478997	-0.2076232	-0.3831481	1.315639	-0.1396402	1.55572	0.2681737	0.03394156	0.95242	1.178936	-0.2481548	-0.522	-0.2370613	-0.3706424	-0.1529045	0.1463725	0.1052556	0.1958806	-0.6120758	-0.7735981	-0.6971006	0.2724929	-0.05265653	-0.2872186	-0.252416	-0.6161701	0.05177294	-0.331551	-0.5291915	0.9131886	-0.680431	0.7871849	0.01650259	-0.5942718	1.920187	-0.2439233	-0.2496021	-0.5200999	-0.2497915	-0.6643263	0.715132	0.7374369	1.104288	-0.1995548	-0.4417392	1.442885	-0.3692771	-0.3211734	0.008178731	-0.544868	-0.1203832	-0.4736479	0.78378	0.3344533	-0.3631892	-0.490311	-0.1946216	-0.4622758	1.085893	-0.2465329	-0.1895642	0.2610857	-0.6942796	-0.4237318	-0.638554	0.04467209	-0.04081696	1.722116	-0.1140615	-0.8034966	-0.5064405	-0.2569977	-0.2912958	0.06761003	-0.1324126	1.299999	0.476857	0.1415123	-0.4334811	-0.7684164	-0.4940231	-0.5123969	-0.2855445	-0.600799	-0.6325155	0.4007767	-0.1815466	-0.6480468	-0.0212511	-0.2113286	0.1088379	1.42026	-0.2554781	0.5476385	0.7665245	0.03899086	0.4372241	-0.5557565	-0.302559	-0.3386238	-0.6372969	-0.4337369	-0.1261199	-0.2211656	-0.3994308	0.8007785	0.04646691	1.569327	0.3577375	0.05034067	-0.1998831	1.965515	-0.5709948	0.2706585
GRB7	0.1688791	0.0342061	0.1895224	0.3806659	0.3623242	0.4992847	0.2305231	0.3141115	-0.03537226	0.5533956	0.4776244	0.3505869	0.2124212	0.2796754	0.04242794	0.1919306	0.4970293	0.2449592	0.6197532	0.2118932	0.5661595	0.4365508	0.6052331	0.2082028	0.1744957	0.5962823	0.2267084	0.3544811	0.4848184	0.390677	0.1079773	0.5629723	0.2871359	0.1020686	0.2069391	-0.1053147	0.3831576	0.4378877	0.4645541	0.2311931	0.1140426	0.05502856	0.3510242	0.4245695	0.1141884	0.2977914	0.3671896	0.2442815	-0.063648	0.06905347	0.0694469	0.3658359	0.2875479	0.4438912	0.33012	0.3778281	0.199708	0.04297437	0.4073061	1.02729	0.5065481	0.290604	0.2665247	0.1618084	0.458255	0.04689407	0.3138929	0.2267378	0.949565	0.7569497	0.3625828	0.891265	0.3657158	0.3740214	0.3974269	0.1776875	0.3022938	0.2402786	0.3745132	0.2397862	-0.03275639	-0.08770529	0.3578143	0.1766492	0.3417681	0.4107486	0.4103624	0.3595745	0.2153683	0.8112317	-0.03274538	0.266073	0.3983155	0.1223155	1.175097	0.6084594	0.2312803	0.2729982	0.2770161	0.4082604	-0.1468943	0.4209776	0.2941411	-0.03037022	0.4672417	0.4268866	0.1366721	0.4034592	0.4040061	0.07984211	0.2597419	0.2448061	0.4398077	-0.1098757	0.2446387	0.2595596	0.4337275	0.5253815	0.1785794	0.1680477	0.2132408	0.3084465	0.4028148	0.5168463	0.3927783	0.2841633	0.3446601	0.1194196	0.2819668	0.1083962	0.1594433	0.2415973	0.03534664	0.2486456	-0.1318785	0.4062329	0.09341681	0.3076488	0.2752311	0.9939239	0.4051896	0.3876788	0.3843675	0.2445948	0.3862323	0.3302927	0.3636612	-0.002215101	0.2222059	0.3943193	0.2100755	0.2158018	0.3560733	0.3448968	0.1512515	0.1190806	0.3877806	0.4535377	0.1101199	0.4325983	0.2160101	0.2677787	0.0949251	0.4163038	0.2926222	0.3629218	0.5998087	0.3641206	0.1662882	0.2350479	0.08962828	0.3746698	0.1366721	0.2215247	0.3357718	0.08688519	0.3521789	0.2471631	0.3405326	0.177512	0.4449041	0.3776501	0.3536546	0.07855037
Grp75	1.98743	1.838474	0.801467	1.190001	0.5327067	2.058269	0.7457681	2.983122	0.4069442	1.816131	0.7751368	2.750974	1.407064	3.321285	1.108127	0.5886744	1.371291	1.728628	1.997993	0.807487	1.978497	1.002464	1.531266	1.084166	1.194616	0.9627987	0.929992	1.556474	1.34288	1.749969	2.197593	1.385089	2.12618	2.100665	0.6561391	1.317106	2.350762	1.477299	1.38717	0.8138758	0.7355561	0.9673504	1.466822	1.510168	0.3330753	0.883271	2.820477	0.5927155	-0.06621929	1.886804	1.579838	1.420657	0.6574263	1.391878	1.5982	0.8479921	0.9925443	2.239362	0.466749	0.2768531	1.291183	2.663528	2.775634	1.307344	0.6678406	1.781	3.028549	1.224793	1.067935	2.19596	0.8001248	0.8320441	1.055339	0.6779726	1.803989	0.676844	0.8102649	1.49598	2.342089	0.9278729	1.124664	-0.1221939	4.556291	1.463558	2.605396	3.618904	1.67274	0.9607984	1.447475	0.529222	0.4996423	0.8017808	1.794633	3.453711	1.901269	1.217861	1.821435	0.149023	1.413374	0.8429377	-0.1197924	1.132818	1.04614	2.125137	1.336248	2.28358	2.272051	1.457356	1.382594	1.320195	2.04867	0.8719139	0.8395321	0.6604784	1.571268	0.8524657	1.674435	1.340753	-0.4469912	0.1761781	3.568627	0.4779878	2.49343	2.139067	2.011233	1.679591	1.87967	2.303585	0.5305799	2.459313	2.09729	2.152544	0.2485097	2.284984	0.7315377	2.653838	0.5682599	1.199356	1.184484	0.7888074	0.2071637	1.568789	1.426443	1.330746	2.679358	1.427572	1.726831	0.9337906	1.824488	0.8513747	1.129546	2.79119	3.308556	1.062159	0.9257557	1.75846	2.600207	0.9664486	0.2204131	0.80565	0.7951817	1.860467	0.6365883	1.828993	1.377225	1.859461	1.790552	1.013618	3.252361	2.726984	1.219032	2.154254	1.387302	2.588788	1.069592	0.3025999	3.260719	0.6599057	1.598156	0.6192041	2.08252	2.701884	0.5987281	2.302447
GSK-3B	-1.405112	-0.5158787	-0.7339892	-1.205685	-1.15436	-1.824479	-1.541102	-1.63463	-0.8710591	-0.969062	-1.341836	-0.8460004	-0.8704717	-1.457812	0.434766	-0.5810168	-1.5317	-1.039573	-1.987338	-0.4937615	-1.670878	-2.03963	-1.14634	-1.213582	-1.291141	-1.52738	-0.9651075	-1.419409	-1.449731	-0.916112	-0.5084369	-0.6341613	-1.77792	-0.8143619	-1.845568	-0.7096977	-1.366166	-1.454681	-1.208015	-1.022439	-1.542036	-1.583324	-0.8251385	-1.673673	-1.192076	-1.388496	-1.773962	-0.9423509	-0.787091	-1.192493	-1.121571	-0.7727663	-1.726168	-1.563547	-1.075065	-1.711403	-0.5058738	-1.209134	-1.274149	-1.001599	-1.956291	-1.027143	-1.361822	-0.861025	-1.628287	-1.151655	-1.331509	-1.485675	-0.5384933	-1.620277	-0.8012215	-0.1142475	-0.7631264	-1.290734	-1.155184	-0.7339172	-1.562296	-1.461094	-1.492544	-1.786892	-1.506698	-1.229498	-0.911352	-1.319292	-1.949659	-1.563329	-2.187533	-1.195566	-0.9312521	-0.3818312	-1.167543	-1.331704	-1.565579	-0.6452415	-0.7383045	-0.7853251	-1.276077	-0.6792909	-1.470043	-1.072599	-0.5228422	-0.943161	-1.019408	-0.8138403	-1.420167	-1.51738	-1.294537	-0.1096811	-1.108335	-0.706905	-1.211734	-1.096019	-1.839775	-0.7930312	-1.094342	-0.9698539	-1.337772	-1.399438	-1.314309	-0.6083593	-0.05089963	-1.357729	-1.414141	-1.114086	-1.291098	-1.285461	-1.234884	-1.068308	-0.9036259	-0.07605775	-1.372068	-0.8724084	-0.7011092	-1.155393	-0.1719252	-1.452567	-1.142404	-1.74882	-0.7657461	-0.5558733	-1.348354	-1.030989	-1.470218	-0.8604008	-1.670669	-1.047271	-1.489394	-1.291089	-1.005249	-1.011819	-0.526603	-1.056759	-1.470393	-0.7682188	-1.119476	-1.417448	-1.446396	-1.620097	-0.6849936	-1.203829	-1.309918	-1.370906	-1.147472	-2.046081	-1.620784	-1.412593	-2.048194	-0.5980225	-0.6106472	-1.542352	-0.9319106	-1.524419	-1.251667	-0.9421567	-1.454406	-0.8351195	-1.407415	-1.072547	-1.559658	-1.225789	-1.38589	-2.035494	-0.3219551	-0.3212402
GSK3_pS9	-0.1455	-1.9021	-1.1232	-0.0041004	-0.065592	-0.080453	-0.085622	-0.33383	-0.50372	-0.29047	-0.16919	-0.13057	-0.46624	-0.18565	0.26537	0.12965	-0.081817	-0.22766	0.26768	-1.3741	-0.2156	0.22051	0.064883	-0.11441	-0.025105	-0.48125	-0.48047	-0.60114	-0.037784	0.092541	-0.5853	0.039717	-0.16172	-1.1388	0.019854	0.083309	-0.29956	0.1191	-0.58074	-0.4461	-0.020786	-0.33443	-0.22072	0.055787	-0.18516	0.24933	-0.024749	-0.24284	-1.5051	-0.49496	-1.1043	-0.47326	0.080295	-0.26105	-0.0443	0.070019	-1.0286	0.096842	-0.0019436	-0.03772	0.12709	-0.30506	-0.10791	-0.45736	0.03245	-0.15166	-1.1715	-0.047812	-1.1137	-0.15869	0.2553	-0.30298	-0.16046	0.052879	-0.019486	0.76357	-0.05658	-0.15506	-0.09272	-0.21148	-0.94792	-0.13638	-1.0577	0.061334	-0.06412	0.013646	-0.098979	-0.29262	-0.43681	-1.6445	-0.14029	-0.524	-0.22034	-0.33746	-1.5739	0.2327	-0.12552	0.21844	-0.21321	-0.43141	-1.3589	-0.44398	-0.056244	-2.1222	-0.079735	-0.081995	0.013484	-0.31943	-0.14568	-0.22235	0.018893	-0.24166	0.39275	-1.8286	0.030691	-0.2098	-0.83058	-0.40297	-0.38072	0.028192	-0.33842	0.010613	0.049103	-0.20688	-1.0191	-0.46775	-0.12732	-0.54297	-0.192	-1.959	0.11293	-0.15831	0.56337	0.26149	-0.8098	-0.20513	-0.00029828	-0.17385	-0.1065	-1.3115	0.18165	-0.19189	-0.32868	-0.24595	-0.08527	-0.052994	-0.1807	-0.49582	-0.24449	0.44787	-0.35656	-0.015133	-0.068995	-0.54625	0.13441	0.045927	0.075472	-1.0389	-0.3568	-0.85306	0.054458	-0.10097	-0.16029	0.039848	0.20002	-0.055628	0.033834	-0.11171	-0.58416	-0.0017026	-0.94469	0.050695	-0.096065	-0.17528	-0.11409	0.099224	-0.05451	-0.11302	0.03919	0.19137	-0.044763	0.14654	0.93346	-0.54252
GSK3ALPHABETA	-0.63152	-0.29601	0.32093	-0.66111	-0.31753	-0.73358	-0.67581	-0.76319	-0.0036657	-0.52615	-0.4771	-0.46536	-0.63791	-0.73875	0.056794	-0.53164	-0.847	-0.41794	-0.91462	0.012754	-0.8186	-0.84365	-0.75248	-0.5952	-0.67213	-0.61165	-0.44487	-0.30139	-0.71955	-0.72698	-0.26479	0.024947	-0.7793	-0.014327	-0.78126	-0.15067	-0.73762	-0.70883	-0.041836	-0.59237	-0.47537	-0.58138	-0.46875	-0.84508	-0.54527	-0.7715	-0.76724	-0.49003	-0.2862	-0.39739	-0.3047	-0.7532	-0.88312	-0.71341	-0.44194	-0.73933	-0.40483	-0.57891	-0.62692	-0.46127	-0.90892	-0.62477	-0.67217	-0.2933	-0.81767	-0.21445	-0.46337	-0.60561	0.18086	-0.84186	-0.59359	-0.10877	-0.62852	-0.65914	-0.67805	-0.31168	-0.72569	-0.61364	-0.78058	-0.85564	-0.56486	-0.62638	-0.047569	-0.60714	-0.76756	-0.79013	-0.89739	-0.62064	-0.51664	0.17461	-0.45925	-0.55328	-0.68544	-0.50798	0.088603	-0.24067	-0.69704	-0.18049	-0.45497	-0.75972	0.17702	-0.71181	-0.47006	-0.021965	-0.87566	-0.72693	-0.61082	0.074468	-0.58292	-0.25474	-0.64864	-0.65845	-0.79546	-0.31747	-0.38484	-0.33165	-0.5955	-0.54682	-1.0155	-0.42432	-0.1972	-0.70097	-0.59721	-0.56634	-0.47872	-0.50877	-0.66625	-0.47173	-0.75375	0.65302	-0.65132	-0.49916	-0.050444	-0.69471	-0.06438	-0.89816	-0.59035	-0.89737	-0.42118	0.095087	-0.44486	-0.64872	-0.80994	-0.57443	-0.79755	-0.71879	-0.70447	-0.44979	-0.59636	-0.39922	-0.4985	-0.67402	-0.72582	-0.45129	-0.5123	-0.6572	-0.82032	-0.43697	-0.15135	-0.55636	-0.75957	-0.67669	-0.72871	-0.92345	-0.82127	-0.73292	-0.81284	-0.17586	-0.30599	-0.76719	-0.33036	-0.60975	-0.71414	-0.39057	-0.69664	-0.42651	-0.58619	-0.64466	-0.66299	-0.62282	-0.71196	-0.95667	-0.33464	-0.38622
GSK3ALPHABETA_pS21S9	-0.45472	-0.54973	-0.14741	-0.24591	0.10042	-0.43557	-0.40859	-0.45474	-0.081322	-0.66619	-0.13555	-0.21325	-0.032003	-0.41069	0.029257	-0.11563	-0.2032	-0.48804	-0.12522	-0.92165	-0.48686	-0.22447	-0.24943	-0.36643	-0.37313	-0.4766	-0.51854	0.1769	-0.16107	-0.10971	-0.5421	0.02155	-0.32532	-0.27326	-0.19225	0.28266	-0.58834	-0.23563	-0.17814	-0.10467	-0.088064	-0.11926	-0.3432	-0.37027	-0.34516	-0.10227	-0.14119	-0.3419	-1.0733	0.3777	-0.40409	-0.84333	-0.19313	-0.50749	0.038344	-0.16027	-0.87647	-0.061926	0.13081	0.22802	-0.18416	-0.71179	-0.26178	-0.18556	-0.39611	0.24837	-0.69098	-0.27666	-1.4354	-0.4389	0.1594	-0.31394	-0.4752	-0.18431	-0.38235	0.83323	-0.065695	-0.56167	-0.063555	-0.60262	-0.71326	0.10405	-0.079168	0.15625	-0.24013	-0.055764	-0.44519	-0.27878	-0.74183	-1.5032	0.17388	-0.19525	-0.36937	-0.64982	-0.37386	0.58439	-0.29284	0.48798	-0.12949	-0.70729	-1.1166	-0.74454	-0.25136	-0.71781	-0.11295	-0.31994	0.027627	-0.21667	-0.46099	-0.46328	-0.26095	-0.1686	-0.2963	-0.88826	0.13763	-0.12483	-1.0335	0.059606	-0.36448	-0.054647	-0.58419	-0.27153	-0.27929	-0.54839	-0.95595	-0.31588	-0.26063	-0.67656	-0.22901	-1.3961	0.016162	-0.28545	0.39049	0.0103	0.09621	-0.47889	-0.097638	-0.30155	-0.27643	-1.028	0.13143	-0.57923	-0.52058	-0.53539	-0.48546	-0.56182	-0.31055	-0.18319	-0.50926	0.70898	-0.57468	-0.19691	-0.23838	-0.71006	0.0079431	-0.19777	-0.43666	-0.59175	0.10591	-0.843	-0.076949	-0.35791	-0.33312	-0.20182	-0.12224	-0.58674	-0.35448	-0.0081171	-0.46331	-0.22234	-0.73197	-0.28792	-0.1812	0.071035	-0.43448	-0.26172	-0.35717	-0.46805	-0.013981	0.30131	-0.42208	-0.024824	1.1977	-0.87815
GYS																																																																																																																																																																																								
GYS_pS641																																																																																																																																																																																								
