peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
H2AX_pS139	-0.1040583	-0.07717997	-0.06361567	-0.07534201	-0.1560354	-0.1311021	-0.05477714	-0.08960018	-0.03345361	-0.106216	-0.1426875	-0.1062208	-0.07568599	-0.1653055	-0.001098997	-0.154667	-0.1133484	-0.06869165	-0.1505092	-0.1023675	-0.1351237	-0.1076482	-0.1043008	-0.1326827	-0.05458641	-0.03716886	-0.05723357	-0.07404196	-0.1648358	-0.1204107	-0.09988261	-0.05873049	-0.09909622	0.1500569	-0.0761813	-0.1176516	-0.1569278	-0.1521579	-0.1297929	-0.1140377	-0.1890067	0.008778774	-0.1628205	-0.1466	-0.08281359	-0.09167305	-0.1684487	0.02252792	-0.01889229	-0.04532389	0.1019924	-0.1098755	-0.1420845	-0.1234595	-0.06144953	-0.08425306	-0.06959161	-0.1075982	-0.07236458	-0.1449493	-0.1500578	-0.07421619	-0.1137454	-0.05800294	-0.1026024	-0.101907	-0.04438584	-0.1217154	-0.02166819	-0.08300604	-0.08987608	-0.06828259	-0.02433948	-0.1102195	-0.07401609	-0.1420965	-0.1539853	-0.08200574	-0.1105665	-0.02701996	0.05265377	-0.08394698	-0.008309956	-0.1131754	-0.1820774	-0.1022554	-0.1012221	-0.1016824	-0.08153021	-0.0696766	-0.113965	-0.0662431	-0.1503351	-0.02434557	-0.05201358	-0.03621317	-0.07034175	-0.03182166	-0.1731241	-0.1067269	-0.1122757	-0.1715983	-0.17595	0.05727071	-0.07577841	-0.1194744	-0.115406	0.0749911	-0.1060994	0.02903975	-0.1110967	-0.09542635	-0.1713542	0.01806406	-0.1233337	-0.03360209	-0.1147137	-0.05777147	0.1019228	0.1323833	-0.08606983	-0.0766133	-0.1064434	-0.04405109	-0.0931232	0.1248572	-0.1515548	-0.09929617	-0.1288204	0.001790567	-0.1354025	-0.08430283	-0.06898398	-0.1319372	0.02581596	-0.1219013	-0.1410013	-0.1456424	-0.1056299	-0.1034586	-0.1117529	-0.1439861	-0.1471029	-0.08473491	-0.1184017	-0.1323569	-0.1291628	-0.1335706	-0.003091519	-0.1846231	-0.06664907	-0.04100549	-0.1152333	-0.05499709	-0.05548463	-0.130375	-0.0597427	-0.002341318	-0.1350326	-0.07388741	-0.1255836	0.01098831	0.006084753	-0.1499502	-0.1269793	-0.1143817	-0.1284945	-0.187014	-0.04032365	-0.1077129	-0.005606782	-0.1709073	-0.1123362	-0.04597089	-0.1552761	-0.04349805	-0.09558545	-0.1503972	-0.1419044	-0.09917343	-0.1220957	-0.1161408	-0.07097046	-0.08796386
H2AX_pS140	0.4052155	0.6279132	0.5778143	0.5497804	0.2972975	0.6927531	0.36404	0.5779423	0.4394315	0.5095865	0.4604448	0.288915	0.2681608	0.3898916	0.3774991	0.3832185	0.6335669	0.5196897	0.7680291	0.2408881	0.5167141	0.5333394	0.5138668	0.4238377	0.416998	0.335768	0.3517362	0.1830903	0.5968027	0.4965727	0.2961412	0.3421768	0.3456961	0.5425869	0.4945037	0.2209038	0.2476891	0.5065481	0.4383056	0.3906022	0.2077117	0.3778528	0.4222682	0.7144344	0.299622	0.4876608	0.4728593	0.2723759	0.3488767	0.2298094	0.4254785	0.3634658	0.6046594	0.4718469	0.4002644	0.4159903	0.2213736	0.3735634	0.3670745	0.3738651	0.7044764	0.4529149	0.4194919	0.4602756	0.4674566	0.2091177	0.2786035	0.4078576	0.2527572	0.5715095	0.2968546	0.2588033	0.4538573	0.4838262	0.4629028	0.376275	0.3116458	0.3170385	0.410396	0.3109116	0.312844	0.217628	0.4057707	0.3103771	0.4273605	0.4825123	0.6334153	0.4411651	0.2935432	0.231795	0.2016807	0.4818672	0.4528614	0.334023	0.2751969	0.389121	0.4070281	0.2538364	0.3703561	0.4205976	0.1940143	0.337263	0.4864717	0.6323336	0.5458448	0.4419019	0.4711485	0.2843789	0.3927039	0.2630231	0.424795	0.4479805	0.5632551	0.3658319	0.4464766	0.4305437	0.3200462	0.4303029	-0.03242625	-0.0495511	0.3813277	0.3173679	0.5970557	0.4307518	0.3823056	0.5609779	0.5034567	0.2416342	0.4141919	0.4448475	0.4023493	0.3287443	0.3431133	0.4859753	0.264897	0.4455472	0.2836001	0.4226219	0.3450718	0.1234853	0.3610967	0.4401215	0.4386442	0.3437639	0.5000681	0.4576679	0.5181766	0.2450525	0.3628059	0.2777472	0.3436215	0.3169815	0.4094509	0.2060887	0.359299	0.5386929	0.5460144	0.4469672	0.1549648	0.341264	0.3902814	0.4719873	0.2528881	0.4341345	0.45779	0.3993205	0.6563187	0.2082025	0.3057038	0.5099613	0.3719078	0.4469728	0.4580337	0.4660505	0.3640754	0.3081383	0.5088785	0.4896999	0.5365021	0.2432364	0.3681953	0.5620038	0.4086187	0.2878003
HER2	-0.76086	-2.0233	-1.3606	-0.51141	-0.057051	-0.17065	-0.66801	-0.14187	-1.443	0.27125	0.28527	-0.47094	-0.017178	-0.85776	-1.2934	-0.28344	-0.084119	-0.81322	-0.08124	-1.0529	0.39791	-0.39755	-0.33812	-0.45603	-0.61305	-0.88387	-0.69911	-0.17957	-0.41414	-0.48373	-0.99657	-0.54398	0.20647	-1.0393	-0.65752	-1.41	-0.56595	-0.4959	-0.54462	-0.059936	-0.29904	-0.60996	0.1758	-0.47776	-0.52929	-0.57666	0.17196	-0.76031	-1.9309	-0.83141	-1.5469	-0.33743	-0.4483	-0.0029657	-0.66324	-0.50995	1.2238	-0.45519	0.060613	-0.0079863	-0.38467	-0.92234	-0.43677	-0.6201	-0.67244	-0.46323	-0.75168	-0.42513	-1.3796	-0.51443	0.11835	-0.71848	-0.8072	-0.66428	-0.58719	-1.3257	-0.72713	-0.15039	-0.59926	-0.30431	-0.99407	-0.83325	-1.31	-0.40471	-0.29549	-0.35938	-0.53166	-0.64445	-0.061309	-0.20848	-0.15629	-0.2982	-0.73963	-0.80342	0.342	-0.83724	-0.68102	-0.33725	-0.45509	-0.16627	-0.76802	-0.15231	-0.71132	-2.0994	-0.64558	-0.60677	-0.81262	-0.81227	-0.63562	-0.89792	-0.30911	-0.53412	-0.15232	-1.7899	-1.0266	-0.96352	-0.56248	-0.63332	-0.68489	-0.26685	-0.64324	-0.38594	-0.38132	-0.61735	-0.34886	-1.307	-0.44729	-0.71233	-0.53402	-1.6099	-0.2624	-0.67301	-1.148	-0.18147	-1.5868	-0.18186	-0.85825	-0.013581	-0.88868	0.39633	-0.57324	-0.58689	-0.49072	-0.71106	0.013048	-0.56846	-0.29772	-0.81701	-0.24406	-0.82939	-0.70741	-0.38702	-0.44545	-0.81734	-0.55262	-0.46665	-0.49012	-0.53436	-1.195	-0.42998	-0.61233	-0.47343	-0.50187	-0.58746	-0.60071	-0.63601	-0.51653	-0.52192	-1.221	-0.70481	-1.5583	-0.38576	-0.40483	-0.89751	0.049013	-0.63814	-0.62184	-0.53782	-0.39155	-1.2061	-0.74753	-0.41891	-0.83363	-1.0661
HER2_pY1248	-0.088273	-0.067671	-0.33369	0.13612	0.087153	0.43166	0.022644	0.25394	-0.29374	0.45616	0.40513	-0.0356	-0.021743	-0.12732	-0.35396	0.11007	0.32236	-0.039611	0.47372	-0.28977	0.52683	0.28785	0.27899	-0.039306	0.18917	-0.12778	-0.093819	0.25203	0.1138	0.26638	-0.43065	-0.24968	0.32615	-0.14501	0.1544	-0.41485	-0.10477	0.18285	-0.16328	0.00092231	0.20572	0.14745	0.21575	0.13164	0.10174	0.081703	0.30844	-0.064537	-0.059226	-0.21791	-0.22359	-0.039579	0.23091	0.25493	0.0013074	0.070993	0.90967	-0.06712	0.14224	0.021604	0.3238	-0.09521	-0.0046312	-0.070443	0.015103	-0.042036	-0.068332	0.17533	-0.47575	0.095575	0.29262	-0.22917	-0.23692	0.096368	0.078904	-0.52278	-0.22191	0.19532	0.128	0.13523	0.11473	-0.19975	-0.16926	0.18157	0.30456	0.027144	-0.037505	-0.074457	0.0027827	-0.015298	0.003976	0.082053	-0.15121	-0.1748	0.25447	-0.33587	0.059187	-0.19551	-0.069003	0.057483	-0.42179	-0.0037284	-0.037194	-0.5643	-0.28436	-0.072633	-0.036679	-0.37897	-0.15896	-0.21024	0.22701	-0.034163	0.57004	-0.60149	-0.34396	-0.0081457	-0.11073	-0.16414	0.4078	-0.21489	-0.068198	0.070345	0.17989	-0.028126	0.02223	-0.301	0.029087	-0.24096	-0.018107	-0.43716	0.1767	-0.12413	-0.1342	0.09195	-0.51595	0.16631	-0.29069	0.5407	-0.23611	0.099838	-0.13199	0.080304	-0.18438	-0.096246	0.47349	-0.032944	0.058938	0.009506	0.098859	-0.24491	-0.07115	0.049968	0.18243	-0.33524	-0.10594	-0.028926	0.16072	-0.17463	-0.81318	-0.24473	0.031919	0.095555	0.05379	0.17119	0.11845	0.062593	0.077616	-0.18537	-0.29776	-0.0125	-0.24435	0.25766	0.16709	-0.16856	0.34913	0.054346	0.068541	0.031815	0.25686	-0.50257	0.048449	0.22091	-0.33838	-0.45725
HER3	0.011872	0.011759	0.18316	0.1124	0.17635	0.23742	0.031107	0.23773	-0.091135	0.39693	0.16687	0.27501	0.39923	0.086222	-0.29836	0.19506	0.09212	-0.10152	0.25384	-0.12808	0.28049	0.4871	0.22242	0.041874	0.10241	0.56307	0.044036	0.24971	0.28522	0.30021	0.26633	-0.096609	0.26249	-0.13954	0.24014	-0.035041	0.48204	0.34653	-0.13967	0.26442	0.038159	-0.17066	0.098899	0.23087	0.018942	0.12878	0.37911	0.033696	-0.95266	0.3068	1.4325	0.45825	0.16492	0.62945	0.27424	0.16313	0.45533	0.069523	0.76359	0.18185	0.12431	0.30886	0.12743	0.074474	0.30341	-0.085196	0.12926	0.15825	-0.61241	0.26303	0.49454	-0.31665	0.37594	0.23133	0.20825	0.2959	0.72503	0.049626	0.21041	0.66004	0.15834	-0.10586	0.066459	0.014604	0.080641	0.41061	1.0682	0.24201	0.22326	0.25592	-0.4384	0.61062	0.24258	0.28578	0.13791	0.41267	0.11228	0.17704	0.07552	1.0965	-0.6736	0.46196	0.073591	-0.46869	0.30113	0.14222	0.093883	-0.049071	0.22823	0.15363	0.16417	0.093799	0.20289	0.4061	0.46062	-0.25522	1.3179	0.40967	3.2842	0.37155	0.61016	0.7835	0.11956	0.27083	0.54904	-0.10645	0.20633	0.035002	0.24933	0.2576	-0.022217	0.13157	-0.38951	0.24371	-0.61708	0.30331	0.1999	0.79693	0.28687	0.94126	0.15655	0.042542	0.32617	0.69337	0.38995	0.7989	0.20189	0.15679	0.34337	0.45611	0.89122	0.32757	0.16142	0.69394	0.1437	0.35084	0.23052	0.4458	-0.9738	0.31848	0.33822	0.18681	0.22787	0.22476	0.30479	0.36972	0.26833	0.48532	0.73596	0.43629	-0.21087	0.15338	0.08941	-0.098341	0.31463	-0.40972	0.20435	0.36835	0.17348	0.37643	0.15783	0.32277	0.20946	0.3312
HER3_pY1289	0.1589	0.3236	0.91433	0.096493	0.1817	0.1102	0.098896	0.48305	0.89358	0.6076	0.3976	0.058324	0.92675	0.10621	0.27168	0.14988	0.10582	0.29537	0.1199	0.93846	0.25541	0.14882	0.23077	0.32163	0.27117	0.81923	0.37149	0.74491	0.0045146	0.29638	0.32223	0.59323	0.071526	1.0119	0.17858	0.36708	-0.039578	-0.11374	0.17756	0.30654	0.34482	0.27519	0.4505	-0.087297	0.11468	0.1393	0.47363	0.070244	0.76327	0.28781	0.51911	0.4194	0.022606	0.17125	0.32102	0.14281	0.6071	0.12419	0.068329	0.35119	0.1133	0.14177	0.13262	0.46579	-0.14348	0.33723	0.81746	0.29084	0.37565	0.27017	0.26906	0.25296	0.27651	0.22704	0.048578	0.33155	0.034771	-0.061998	0.17971	0.29961	0.12813	0.15967	1.0436	0.14575	-0.13404	0.11086	0.30565	0.36386	-0.11774	0.87449	0.27345	0.61986	0.087344	0.1705	0.25468	0.57141	0.21976	0.43061	0.30205	0.6898	0.47167	0.059712	0.075567	0.8807	0.51552	0.25244	0.032569	0.81074	0.33548	0.15708	0.18786	0.61497	0.0079665	0.58688	0.49956	0.25365	0.46185	0.56845	0.79577	0.45654	0.18277	0.13245	0.22832	0.35202	0.67253	0.78102	-0.18751	0.45734	0.17339	0.78742	0.010155	0.17609	0.50861	0.14581	0.90752	0.40513	0.28491	0.47724	0.64177	0.18578	0.23164	-0.10805	0.35689	-0.054585	-0.016778	0.39761	0.23084	0.20497	0.025549	0.21581	0.088037	-0.023248	0.070026	0.30547	0.23578	0.17553	0.18769	1.0625	0.24935	0.75658	-0.052002	0.19492	0.5009	0.016908	0.060762	-0.11151	-0.22866	0.51287	0.29423	-0.039938	0.80266	-0.18671	0.0080845	0.47668	-0.007798	0.23292	0.10756	0.37629	-0.024812	0.51672	-0.040261	0.1072	0.26035	0.46264
HEREGULIN	0.63804	1.5805	0.25976	0.6709	0.321	0.72218	0.69882	0.57429	0.25733	0.48725	0.54272	0.52109	0.4529	0.59865	0.35251	0.608	0.73857	0.619	0.66159	0.39687	0.69694	0.96801	0.66901	0.49069	0.72211	0.51656	0.52966	1.0403	0.72293	0.64133	0.46523	0.35658	0.67055	0.43041	0.78943	0.054311	0.64028	0.7839	0.90083	0.41499	0.42018	0.6218	0.53243	0.86643	0.72989	0.74102	0.5947	0.50143	0.45442	0.53592	0.80829	0.65963	0.66351	0.53294	0.43792	0.6537	0.48427	0.48288	1.0386	0.41992	0.70773	0.6804	0.56653	0.60085	0.68423	0.58398	0.85973	0.66905	0.48438	0.70177	0.41849	0.39225	0.41367	0.70939	0.53439	0.33604	0.44897	0.68386	0.72023	0.67864	0.61481	0.46361	0.37121	0.55175	0.5753	0.68575	0.6698	0.5147	0.25086	0.34215	0.16711	0.55801	0.60455	0.60081	0.28123	0.25131	0.726	0.34098	0.50158	0.45715	0.23347	0.61104	0.55946	0.37896	0.64554	0.67539	0.4179	0.33362	0.63697	0.51551	0.56712	0.4932	0.73417	0.32389	0.49334	0.4884	0.67265	0.40958	1.3822	0.38874	0.7121	0.52041	0.62891	0.70948	0.63384	0.92331	0.72104	0.50834	0.72865	0.4081	0.49917	0.56606	0.30123	0.56946	0.50878	0.63201	0.45145	0.49309	0.31715	0.27304	0.30855	0.64046	0.60048	0.60168	0.68183	0.56541	0.67346	0.44389	0.55771	0.43812	0.50906	0.66616	0.5818	0.32265	0.43861	0.6468	0.78496	0.60536	-0.040123	0.44902	0.69912	0.70925	0.69798	0.71847	0.82188	0.71759	0.97739	0.12663	0.49519	0.54924	0.84946	0.72271	0.75403	0.70607	0.59635	0.65809	0.73518	0.55082	0.65262	0.50201	0.79342	0.76099	0.44441	0.45952
HES1	-1.237265	-0.647112	-0.443525	-0.6935458	0.08860355	-0.8837663	-0.9790882	-1.128391	0.01551468	-0.9682005	-0.5486356	-0.7392513	-0.8598015	-0.9716251	-0.9961781	-0.08749381	-0.8280901	-0.8216889	-0.6282552	-0.6633257	-1.097819	-0.7285517	-0.8551909	-1.217506	-0.8754045	-0.7017141	-0.1523325	-0.5706584	-0.7887798	-0.6972564	-0.5450073	-0.5242829	-0.9596689	-1.695966	-1.138973	-0.5890096	-1.085651	-0.7502035	-0.2824242	-0.9699746	-1.180521	-1.420717	-1.110838	-0.7511429	-0.6382681	-0.5859147	-1.107869	-0.3277903	-0.2003223	-0.7188503	-1.441341	-1.197669	-0.7040569	-0.8036899	-1.506716	-1.090719	-0.7810628	-0.2256973	0.3659255	0.0188296	-0.7106346	-1.155833	-0.589327	-1.094558	-0.7671218	-0.4520343	-1.400662	-1.029398	0.1578048	-1.208574	-0.5340611	-0.006248724	-0.586138	-0.8204735	-0.9332423	-0.9525326	-0.733878	-0.7115381	-1.101219	-0.8799676	-0.8373682	-1.007224	-1.483118	-0.4793579	-0.9406472	-0.592175	-1.162792	-0.5767294	-1.259136	-0.9025062	-0.7694411	-0.6858705	-0.8816941	-1.394214	-1.018634	-0.3174267	-1.061574	0.5740521	-0.3487785	-1.163033	-0.003101076	-0.9660992	-1.290671	-1.186915	-0.6755878	-0.6552803	-0.7192846	-0.6774494	-0.8282185	0.2051933	-0.9206519	-0.9239055	-0.597595	-0.4624932	-1.089004	-0.8069492	-1.085404	-0.429578	-0.6649289	0.9103686	-1.316439	-0.6525853	-1.17227	-1.030338	-0.9166823	-0.5291928	-1.216666	-0.6393837	-0.8821345	-0.9505077	-0.7179518	-1.136623	-0.1495776	-0.7991271	-0.68654	-0.9085583	-0.5720384	-0.7114686	-1.211457	0.0112454	-0.1560261	-0.3628836	-0.841555	-0.8041187	-0.3948245	-1.286396	-1.130282	-1.032629	-1.27858	-0.5275074	-0.7215043	-0.978496	-0.9504839	-0.3013642	-1.011416	-1.152609	-0.7327678	-1.219449	-0.5342362	-0.5102306	-0.9042023	-1.102486	-0.1136796	-1.212655	-0.9677726	-1.02665	-0.7468616	-0.02274375	-0.8224995	-0.9556916	-1.009749	-0.7133008	-1.089215	-0.9606613	-0.18116	-1.113416	-0.8677	-1.170955	-0.7688018	-0.7510724	-1.08235	-0.9912679	-0.4999826	-0.8488963
Hexokinase-I	-0.6579075	-0.4069539	-0.6305227	-0.6747191	-0.5158056	-0.7826667	-0.9912784	-1.00572	-0.1459165	-0.8624253	-0.7852239	-1.232626	-1.216062	-0.741873	-0.9869624	-1.386038	-0.7411927	-0.7857468	-0.6645715	-0.9689316	-0.8404778	-0.5167441	-0.6910714	-0.8365421	-0.9430649	-1.040602	-0.8840056	-0.2692735	-0.7284881	-0.856044	-0.8722921	-0.07264434	-0.8046103	-0.9138785	-0.8800574	-0.5984148	-0.9328122	-0.8553409	-0.6128254	-0.8819111	0.01382416	-0.5069604	-0.6552046	-0.7911372	-0.7928207	-0.5075408	-0.8144315	-0.8549597	-1.250082	-1.37985	-0.9004758	-1.078188	-0.4528625	-1.183081	-0.8437238	-1.268089	-1.17708	-0.8700985	-1.086599	-0.6398813	-0.6015647	-1.037247	-0.8444487	-0.5773214	-0.8078596	-0.6820041	-0.9735065	-0.9315978	-0.3038505	-0.9425842	-0.8340023	0.5473252	-0.9316155	-0.8739696	-0.9916954	-1.259706	-0.9464202	-1.100963	-0.9537578	-1.039617	-0.7252147	-0.2456765	-0.8942819	-0.4715319	-0.7789129	-1.038015	-1.022085	-0.8899227	-0.9304895	-0.6815994	-0.5733395	-1.177221	-0.7352334	-1.591647	-0.8977013	-0.8792499	-0.4916808	-1.141729	-1.079795	-1.239888	0.1072027	-1.171256	-0.8375803	-0.970292	-0.8710722	-0.9543264	-0.7320188	-1.163953	-0.8630532	-0.5951328	-0.649468	-0.8563322	-0.460787	-1.253214	-1.083267	0.01400017	-0.7510878	-1.230568	-0.8990561	-0.9934262	-0.8941939	-0.7875418	-0.7006909	-0.85442	-0.9715538	-1.001667	-0.8395862	-0.5893468	-1.06041	-0.763329	-0.4453553	-0.9146752	-0.7936002	-0.8269344	-0.737474	-1.164133	-1.053084	-1.083344	-0.9321846	-0.4751519	-0.94398	-0.5259992	-0.8757051	-1.24336	-0.9364252	-0.8685383	-0.8746031	0.02603609	-1.490954	-0.9865518	-1.297651	-1.172294	-0.6520135	-1.042362	-0.718574	-0.9862351	-0.6757454	-0.8776878	1.029369	-0.9831616	-0.8854063	-0.9160415	-0.2635309	-0.9454054	-1.033106	-0.9326653	-0.6106384	-1.043927	-0.8431935	-1.107837	-0.9081948	-0.5685774	-0.834348	-0.7792539	-0.819256	-1.246569	-0.6682906	-1.175092	-0.5514445	-1.051494	-0.8054135	-0.7732234	-1.295797	-1.077924
Hexokinase-II	-2.803565	-2.169491	-2.284205	-2.570983	-2.28038	-2.639897	-2.771989	-2.911227	0.4595079	-3.351493	-3.149384	-2.812185	-3.631243	-2.543437	-0.9909148	-2.86172	-2.881381	-2.903864	-3.037921	-1.631027	-2.56393	-1.303121	-1.824441	-2.218141	-2.65101	-2.898243	-1.44494	-0.1304698	-2.828578	-2.992427	-2.228121	-1.125312	0.9853054	-0.3696479	-0.7065946	-0.05421487	-1.854669	-2.981832	-0.076679	-3.242037	0.002015124	-0.9170069	-1.140332	-2.945655	-2.920046	-2.892652	-3.43681	-1.965082	-0.4382284	0.2038667	2.400578	-3.292442	-2.265506	-3.30965	0.3169703	-2.786123	-3.165607	-2.918456	-2.320945	-2.736238	-3.229646	-2.599186	-3.067814	-2.734914	-3.076685	-2.500519	-0.4450161	-2.899428	0.3676291	-2.912025	-0.8672129	-1.936169	-0.9442829	-2.754987	-3.035932	-0.4157268	-2.414413	-2.993072	-0.8445248	-3.401699	0.07101267	-2.139323	-3.498225	-3.378769	-3.00537	-2.60419	-3.147108	-0.164979	0.7715847	-1.873426	-2.100406	-3.348555	-3.066101	-2.486496	1.107805	-2.978689	-2.835295	-2.248656	-3.332984	-2.534131	-0.4343913	-3.257468	-2.605775	0.5388728	-3.209511	-2.378518	-2.133127	0.0322424	-3.006186	-2.051882	-2.884902	-2.162627	-2.85898	-1.867183	1.259217	0.03546936	-1.239515	0.5026604	-1.70829	-1.472416	-2.697407	-2.696052	-2.939307	-2.641687	-0.4667894	-2.312426	-1.418955	-0.3871492	-2.616746	-1.763183	-2.136149	-2.96085	0.1785274	-3.05757	-1.445691	-3.207549	-2.509713	-3.35214	-2.703374	-1.709869	0.4454563	-2.797411	-3.137192	-3.255644	-2.96057	-3.018243	-3.258419	-1.230885	-1.723792	-1.148458	-3.024057	-2.51795	-3.097349	0.220365	-2.792611	-2.613906	-2.868966	-1.517381	1.231472	-3.270282	-2.491283	-2.648222	-0.1394169	-3.163331	-0.3942249	-3.057019	-2.318902	-1.436051	-1.163085	-3.069567	0.8014893	-2.613848	-2.316579	-2.479655	-3.159311	-2.733713	-2.770546	-3.354264	-2.777956	-1.291286	-0.6132376	-2.609142	-1.951622	0.1002127
HIF1ALPHA																																																																																																																																																																																								
